packet_id,benchmark,criterion,provider,label,evidence_refs,evidence_note,confidence
B014,MLE-bench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":70},{""source_id"":""E003"",""line_start"":1,""line_end"":11},{""source_id"":""E004"",""line_start"":1,""line_end"":136}]",Full per-competition grade.py implementations are present in the repo for multiple competitions.,high
B014,MLE-bench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":174,""line_end"":190},{""source_id"":""E002"",""line_start"":68,""line_end"":70}]","The command-line tools `mlebench grade` and `mlebench grade-sample` are documented, and the internal grading scripts/modules are fully implemented.",high
B014,MLE-bench,Grading rules & tie-breaking,openai,partially-documented,"[{""source_id"":""E004"",""line_start"":102,""line_end"":129},{""source_id"":""E002"",""line_start"":38,""line_end"":61},{""source_id"":""E001"",""line_start"":174,""line_end"":181}]","Competition grading code documents validation rules (length/ID equality, required columns, numeric and non-NaN labels). However, there is no description of how ties, medal thresholds, or cross-competition ranking rules are handled for the benchmark’s overall scoring.",high
B014,MLE-bench,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":174,""line_end"":189},{""source_id"":""E004"",""line_start"":102,""line_end"":130}]","Grading CLI and per-competition submission validation rules are documented, but overall medal/tie-breaking rules across competitions aren't detailed in this packet.",medium
B014,MLE-bench,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E001"",""line_start"":174,""line_end"":181}]",Each competition evaluates predictions directly against ground truth to produce numeric scores; no model-versus-model grading rules or tie-breaking logic applies.,high
B014,MLE-bench,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":174,""line_end"":181},{""source_id"":""E003"",""line_start"":7,""line_end"":11},{""source_id"":""E004"",""line_start"":133,""line_end"":135},{""source_id"":""E001"",""line_start"":60,""line_end"":69}]","Mapping from predictions to per-competition scores is fully implemented in grade.py files. README describes running aggregate_grading_reports.py and reporting mean/SEM of `any_medal_percentage`, but does not define how `any_medal_percentage` is computed from competition scores or medals.",high
B014,MLE-bench,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":53,""line_end"":69}]",README describes aggregate_grading_reports.py script and any_medal_percentage metric but full aggregation logic/code not shown in packet.,medium
B014,MLE-bench,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":53,""line_end"":70}]",The README outlines how to run `aggregate_grading_reports.py` with specific split flags to generate mean and standard error of the mean (SEM) for the leaderboard.,high
B014,MLE-bench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":174,""line_end"":187},{""source_id"":""E002"",""line_start"":38,""line_end"":45},{""source_id"":""E004"",""line_start"":102,""line_end"":111}]","README mentions that CSV formats are described in each competition’s description or sample submission file, but those files are not included in the provided packet, and no concrete sample prediction files or trajectories are shown.",high
B014,MLE-bench,Sample predictions / trajectories,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":8,""line_end"":37}]",Leaderboard indicates 'Grading Reports Available' for many entries but the actual sample predictions/trajectories artifacts are not shown in this packet.,medium
B014,MLE-bench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":215,""line_end"":217}]","The packet contains references to examples, but no concrete sample predictions, logs, or agent trajectories are provided in the inspected texts.",medium
B015,MLGym,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":134,""line_end"":166},{""source_id"":""E002"",""line_start"":12,""line_end"":21},{""source_id"":""E003"",""line_start"":48,""line_end"":59},{""source_id"":""E004"",""line_start"":76,""line_end"":79}]","Task-level scripts show internal data use and printed metrics but there is no explicit schema for how benchmark inputs (agent predictions, files, etc.) are provided or how outputs must be formatted across tasks.",medium
B015,MLGym,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":13,""line_end"":20},{""source_id"":""E003"",""line_start"":21,""line_end"":46}]","Task-specific evaluate.py scripts show input data loading (pickle, HF dataset) but no formal schema documentation for inputs/outputs across tasks.",medium
B015,MLGym,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":13,""line_end"":28},{""source_id"":""E004"",""line_start"":29,""line_end"":41}]","The input structures for particular tasks (e.g., sat_data schema in 3SATTime or game strategies in blotto) are defined via code variables and helper validation functions, but a comprehensive unified schema for inputs across all 13 benchmarks is not fully documented in the provided files.",medium
B015,MLGym,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":24,""line_end"":36},{""source_id"":""E003"",""line_start"":61,""line_end"":75},{""source_id"":""E004"",""line_start"":52,""line_end"":79}]","Each evaluate.py defines how metrics are computed (e.g., Time, Correct, Decisions; validation_accuracy; Score) and prints them as JSON. The definitions are fully visible in code.",high
B015,MLGym,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":29,""line_end"":37},{""source_id"":""E003"",""line_start"":74,""line_end"":75},{""source_id"":""E004"",""line_start"":76,""line_end"":79}]","Each task's evaluate.py explicitly computes and prints metrics (Time/Decisions, validation_accuracy, Score) confirming metric definitions in code.",high
B015,MLGym,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":29,""line_end"":37},{""source_id"":""E003"",""line_start"":70,""line_end"":75},{""source_id"":""E004"",""line_start"":52,""line_end"":79}]","Metrics are explicitly calculated and printed in JSON format inside each task's evaluate.py, such as wall-clock time and decision counts for 3SATTime, validation accuracy for bertMNLI, and Monte-Carlo simulated mean payoffs for Blotto.",high
B015,MLGym,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":12,""line_end"":37},{""source_id"":""E003"",""line_start"":48,""line_end"":75},{""source_id"":""E004"",""line_start"":61,""line_end"":79}]","Per-task evaluation functions are implemented and callable, but they import external components (heuristic, DPLL, strategies) and there is no visible top-level benchmark evaluator orchestrating runs over agents/models.",medium
B015,MLGym,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":40},{""source_id"":""E003"",""line_start"":1,""line_end"":78},{""source_id"":""E004"",""line_start"":1,""line_end"":81}]","Full evaluate.py implementations provided per task, executable and computing metrics directly.",high
B015,MLGym,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":13,""line_end"":40},{""source_id"":""E003"",""line_start"":48,""line_end"":78},{""source_id"":""E004"",""line_start"":76,""line_end"":81}]","Evaluator execution scripts are provided in full for the tasks (e.g., data/3SATTime/evaluate.py, data/bertMNLI/evaluate.py, data/blotto/evaluate.py).",high
B015,MLGym,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E002"",""line_start"":24,""line_end"":36},{""source_id"":""E003"",""line_start"":61,""line_end"":75},{""source_id"":""E004"",""line_start"":72,""line_end"":79}]","Code computes metrics but there is no description of how models are ranked, how multiple metrics are combined, or how ties between systems are resolved.",high
B015,MLGym,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":24,""line_end"":33}]",README describes tasks broadly but no grading/tie-breaking rules for aggregating across 13 tasks are documented.,medium
B015,MLGym,Grading rules & tie-breaking,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":23,""line_end"":26},{""source_id"":""E004"",""line_start"":13,""line_end"":27}]","Task-specific grading rules (e.g., penalizing incorrect SAT decisions to 1e8, or payoff rules for wins/losses in Blotto) are hardcoded, but general tie-breaking across agents is not described.",medium
B015,MLGym,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":20,""line_end"":37},{""source_id"":""E003"",""line_start"":61,""line_end"":75},{""source_id"":""E004"",""line_start"":52,""line_end"":79}]","Aggregation from internal per-instance outcomes to final metrics is explicit in code. However, there is no interface specifying how external model predictions are ingested to produce those per-instance outcomes.",medium
B015,MLGym,Predictions->aggregate-score mapping,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":166,""line_end"":170}]",README notes documentation is 'under construction'; no aggregate scoring methodology across tasks/agents is shown in packet.,medium
B015,MLGym,Predictions->aggregate-score mapping,gemini,partially-documented,"[{""source_id"":""E004"",""line_start"":52,""line_end"":74},{""source_id"":""E002"",""line_start"":29,""line_end"":37}]","Individual task aggregations are defined inside the task evaluator scripts (e.g., mean scores over Monte-Carlo trials in Blotto or summing total decisions in 3SAT), but an overall benchmark-wide multi-task aggregation formula is not shown.",medium
B015,MLGym,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":171,""line_end"":180},{""source_id"":""E002"",""line_start"":12,""line_end"":37},{""source_id"":""E003"",""line_start"":48,""line_end"":75},{""source_id"":""E004"",""line_start"":61,""line_end"":79}]",README mentions a trajectory visualizer but no sample prediction files or example trajectories for these benchmark tasks are provided in the shown artifacts.,high
B015,MLGym,Sample predictions / trajectories,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":171,""line_end"":180}]","README references trajectory visualizer and example trajectory directory path, but no actual sample trajectory files are included in packet.",medium
B015,MLGym,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":171,""line_end"":180}]","The README mentions a trajectory visualizer to inspect trajectories, but no actual sample prediction datasets or trajectory files are included in the packet.",high
B016,PandasEval/NumpyEval (CERT),Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":117,""line_end"":137},{""source_id"":""E004"",""line_start"":159,""line_end"":186},{""source_id"":""E001"",""line_start"":59,""line_end"":64}]","eval_baseline.py and eval_private.py show that HumanEval problems are read via read_problems() and predictions are written as JSONL with fields {task_id, completion}; README shows evaluate_functional_correctness consuming the resulting *.samples.jsonl file.",high
B016,PandasEval/NumpyEval (CERT),Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E004"",""line_start"":160,""line_end"":185},{""source_id"":""E002"",""line_start"":41,""line_end"":66}]","HumanEval problems format used via read_problems()/write_jsonl and private eval_datas jsonl.gz with prompt/task_id/canonical_solution fields shown, but full schema for private eval datasets not fully specified.",medium
B016,PandasEval/NumpyEval (CERT),Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":51,""line_end"":63}]","The schema of input files is partially visible from functions reading keys like 'task_id', 'prompt', and 'canonical_solution', but a full description of the JSON/JSONL format schema is not documented.",high
B016,PandasEval/NumpyEval (CERT),Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":72},{""source_id"":""E001"",""line_start"":70,""line_end"":72},{""source_id"":""E001"",""line_start"":31,""line_end"":36}]","README specifies the command evaluate_functional_correctness <samples_path> and reports Pass@1/10/100, but it does not define how pass@k is computed; details are delegated to the external human-eval repository, not included here.",high
B016,PandasEval/NumpyEval (CERT),Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":59,""line_end"":77}]",README documents Pass@1/10/100 metrics and evaluate_functional_correctness command referencing HumanEval's pass@k metric.,high
B016,PandasEval/NumpyEval (CERT),Metric definition,gemini,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":59,""line_end"":72}]","The README references using standard pass@k metrics (Pass@1, Pass@10, Pass@100) via evaluate_functional_correctness, but the exact mathematical formulation or codebase for calculating these metrics is not included in the packet.",high
B016,PandasEval/NumpyEval (CERT),Evaluator implementation available,openai,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":31,""line_end"":36},{""source_id"":""E001"",""line_start"":59,""line_end"":64},{""source_id"":""E003"",""line_start"":117,""line_end"":137},{""source_id"":""E004"",""line_start"":159,""line_end"":186}]",Core evaluation is delegated to the external human-eval package (install and use evaluate_functional_correctness). Only sample-generation code is present; the actual evaluator implementation is not included in this packet.,high
B016,PandasEval/NumpyEval (CERT),Evaluator implementation available,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":64},{""source_id"":""E003"",""line_start"":108,""line_end"":140},{""source_id"":""E004"",""line_start"":116,""line_end"":186}]","Evaluator relies on external openai/human-eval repo plus in-repo generation scripts (eval_baseline.py, eval_private.py); core scoring code not included in packet, only invocation instructions.",medium
B016,PandasEval/NumpyEval (CERT),Evaluator implementation available,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":36}]","The evaluator code itself is external, requiring a git clone of 'openai/human-eval' and running 'evaluate_functional_correctness' (E001, L031-036, L059-064). No local evaluator implementation is provided in this packet.",high
B016,PandasEval/NumpyEval (CERT),Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":72},{""source_id"":""E004"",""line_start"":159,""line_end"":186}]","There is no description of how individual test outcomes are turned into scores, how multiple samples per task are handled, or any tie-breaking/rounding rules. Only metric names and an external evaluation command are mentioned.",high
B016,PandasEval/NumpyEval (CERT),Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":64}]",No tie-breaking or grading rule details beyond running functional correctness script; underlying pass/fail logic not shown in packet.,medium
B016,PandasEval/NumpyEval (CERT),Grading rules & tie-breaking,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":64}]","The grading rules and execution/compilation checking logic depend entirely on the external HumanEval package, which is not implemented or documented in the provided files.",high
B016,PandasEval/NumpyEval (CERT),Predictions->aggregate-score mapping,openai,not-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":72},{""source_id"":""E003"",""line_start"":117,""line_end"":137},{""source_id"":""E004"",""line_start"":159,""line_end"":186}]","Code shows how to generate per-task samples.jsonl files but not how these are converted into aggregate Pass@k scores; this logic resides in evaluate_functional_correctness in the external human-eval repo, which is not shown here.",high
B016,PandasEval/NumpyEval (CERT),Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":66,""line_end"":104}]","Aggregate Pass@k table shown with example command producing samples file, but exact aggregation code (functional correctness averaging) not present in packet.",medium
B016,PandasEval/NumpyEval (CERT),Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":59,""line_end"":64}]",The logic mapping code generations back to aggregate pass@k scores is deferred to the external 'evaluate_functional_correctness' command and is not provided.,high
B016,PandasEval/NumpyEval (CERT),Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E003"",""line_start"":117,""line_end"":137},{""source_id"":""E004"",""line_start"":159,""line_end"":186},{""source_id"":""E001"",""line_start"":59,""line_end"":64}]","Scripts describe how to generate *.samples.jsonl and the README shows the expected filename, but no actual prediction or trajectory files are included in the packet.",high
B016,PandasEval/NumpyEval (CERT),Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":60,""line_end"":64}]",Only a filename pattern for sample outputs referenced (human_eval.t0.2...samples.jsonl); no actual sample predictions included in packet.,medium
B016,PandasEval/NumpyEval (CERT),Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":70,""line_end"":103}]","Though aggregate benchmark scores are summarized in E001 (L070-103), actual sample predictions, generated code samples, or trajectories are not included in the packet.",high
B017,QRData,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":6,""line_end"":13},{""source_id"":""E002"",""line_start"":14,""line_end"":24},{""source_id"":""E002"",""line_start"":49,""line_end"":50}]","README specifies QRData.json fields. eval.py shows evaluator expects a JSON list of records with at least 'pred', 'answer', and 'meta_data[""question_type""]'. This schema is reconstructable from the code and documentation.",high
B017,QRData,Input/expected-output schema,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":7,""line_end"":14}]","README documents QRData.json keys including data_description, question, answer, data_files, meta_data.",high
B017,QRData,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":7,""line_end"":12},{""source_id"":""E002"",""line_start"":14,""line_end"":16}]","The input/expected schema (keys for benchmark data, and the fields utilized in evaluations like 'pred', 'answer', and 'meta_data') is documented in README.md and implemented in eval.py.",high
B017,QRData,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":4,""line_end"":11},{""source_id"":""E002"",""line_start"":14,""line_end"":47}]","calc_acc computes accuracy: numeric questions use first parsed number with 3% relative tolerance (exclusive bounds), handling percentages; multiple choice uses prefix match of gold against prediction. Overall score is correct_num divided by number of predictions.",high
B017,QRData,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":14,""line_end"":47}]",calc_acc defines accuracy metric with 3% error tolerance for numerical and prefix match for multiple choice.,high
B017,QRData,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":14,""line_end"":48}]","The accuracy metric is clearly defined in the calc_acc function in benchmark/eval.py, including its error margin handling for numerical questions.",high
B017,QRData,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":19,""line_end"":19},{""source_id"":""E002"",""line_start"":1,""line_end"":50}]","README points to benchmark/eval.py as the evaluation script; the full Python implementation, including number extraction and accuracy computation, is present in the packet.",high
B017,QRData,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":50}]",Full eval.py script provided implementing the accuracy calculation.,high
B017,QRData,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":50}]",The complete Python implementation for evaluation is fully present in 'benchmark/eval.py'.,high
B017,QRData,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":6,""line_end"":20},{""source_id"":""E002"",""line_start"":14,""line_end"":47}]","Beyond per-question correctness and accuracy computation, there is no documentation about how to handle ties between systems, multiple runs, or aggregation across subsets. The code does not encode any cross-system tie-breaking policy.",high
B017,QRData,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":18,""line_end"":46}]","Numeric tolerance and multiple-choice prefix matching rules given, but no tie-breaking or handling of ambiguous/malformed predictions beyond a bare except-continue.",medium
B017,QRData,Grading rules & tie-breaking,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":46}]","Grading rules are explicitly written: numerical questions allow an error scale of 0.03, and multiple choice questions are evaluated via string prefix matching.",high
B017,QRData,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":14,""line_end"":21},{""source_id"":""E002"",""line_start"":47,""line_end"":50}]","Each record contributes 1 if correct, otherwise 0; correct_num is divided by len(pred) to yield overall accuracy. eval.py loads tmp.json, applies calc_acc, and prints the resulting scalar score.",high
B017,QRData,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":14,""line_end"":50}]","correct_num divided by len(pred) yields aggregate accuracy score, loaded from tmp.json predictions file.",high
B017,QRData,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":14,""line_end"":47}]",The mapping from individual item predictions to the final accuracy score is defined as 'correct_num / len(pred)'.,high
B017,QRData,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":6,""line_end"":20},{""source_id"":""E002"",""line_start"":49,""line_end"":50}]","The repository references benchmark JSON and tmp.json but does not provide any concrete example of a prediction file, model output, or evaluation trajectory in the shown files.",high
B017,QRData,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E002"",""line_start"":49,""line_end"":50}]",Script expects a tmp.json predictions file but no sample predictions or trajectories are included in the packet.,medium
B017,QRData,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":43}]",No sample predictions or trajectories are provided or referenced in the packet.,high
B018,RE-Bench,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":16,""line_end"":18},{""source_id"":""E002"",""line_start"":65,""line_end"":68},{""source_id"":""E002"",""line_start"":81,""line_end"":91},{""source_id"":""E002"",""line_start"":94,""line_end"":104},{""source_id"":""E002"",""line_start"":124,""line_end"":133},{""source_id"":""E003"",""line_start"":17,""line_end"":28},{""source_id"":""E003"",""line_start"":35,""line_end"":49},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E003"",""line_start"":88,""line_end"":103},{""source_id"":""E004"",""line_start"":19,""line_end"":25},{""source_id"":""E004"",""line_start"":36,""line_end"":55},{""source_id"":""E004"",""line_start"":112,""line_end"":118}]","Code specifies required inputs/outputs: a model checkpoint file for Fix Embedding, a get_trained_model() module for Restricted MLM, and a prefix_sum tensor function for Triton. Shapes, dtypes, and calling conventions are explicit in the score scripts.",high
B018,RE-Bench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":16,""line_end"":18},{""source_id"":""E003"",""line_start"":18,""line_end"":32}]","Score scripts show expected input paths (model.pth, model.py) and data formats, but full task input/output schema for agent submissions not fully specified across all tasks.",medium
B018,RE-Bench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E004"",""line_start"":19,""line_end"":33}]","For the triton_cumsum task, the inputs are randomly generated 1D torch.int32 tensors of a specific length, and the expected output is a prefix sum tensor evaluated against a reference PyTorch implementation.",high
B018,RE-Bench,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":95,""line_end"":99},{""source_id"":""E001"",""line_start"":153,""line_end"":158},{""source_id"":""E001"",""line_start"":124,""line_end"":128},{""source_id"":""E002"",""line_start"":124,""line_end"":129},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E003"",""line_start"":104,""line_end"":108},{""source_id"":""E004"",""line_start"":59,""line_end"":69},{""source_id"":""E004"",""line_start"":92,""line_end"":94}]","README states metrics (log(loss-1.5) and log time). Score scripts implement them exactly: Fix Embedding and Restricted MLM use log(loss-1.5), Triton uses log(execution_time_ms). Conditions for NaN scores are also encoded.",high
B018,RE-Bench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":66,""line_end"":128},{""source_id"":""E002"",""line_start"":124,""line_end"":134}]","README and score.py define metrics explicitly (log(loss-1.5), execution time, win percentage, etc.) with starting/official scores.",high
B018,RE-Bench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":126,""line_end"":129},{""source_id"":""E003"",""line_start"":105,""line_end"":108},{""source_id"":""E004"",""line_start"":92,""line_end"":95}]","The metrics are clearly defined in the scoring files, such as math.log(loss - 1.5) for fix_embedding and restricted_mlm, and math.log(solution_time * 1000) for triton_cumsum.",high
B018,RE-Bench,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":10,""line_end"":15},{""source_id"":""E002"",""line_start"":37,""line_end"":68},{""source_id"":""E002"",""line_start"":81,""line_end"":91},{""source_id"":""E002"",""line_start"":93,""line_end"":107},{""source_id"":""E002"",""line_start"":108,""line_end"":120},{""source_id"":""E002"",""line_start"":150,""line_end"":162},{""source_id"":""E002"",""line_start"":190,""line_end"":197},{""source_id"":""E003"",""line_start"":12,""line_end"":13},{""source_id"":""E003"",""line_start"":35,""line_end"":49},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E003"",""line_start"":88,""line_end"":103},{""source_id"":""E003"",""line_start"":112,""line_end"":120},{""source_id"":""E003"",""line_start"":146,""line_end"":152},{""source_id"":""E004"",""line_start"":12,""line_end"":15},{""source_id"":""E004"",""line_start"":19,""line_end"":25},{""source_id"":""E004"",""line_start"":36,""line_end"":58},{""source_id"":""E004"",""line_start"":92,""line_end"":95},{""source_id"":""E004"",""line_start"":112,""line_end"":147}]","Core scoring logic is fully implemented in score.py files. However, they depend on external modules and assets (metr.task_protected_scoring, torch_rule_enforcer.py, data bins) not included in the packet, leaving some evaluator behavior and environment requirements unspecified.",high
B018,RE-Bench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":199},{""source_id"":""E003"",""line_start"":1,""line_end"":154},{""source_id"":""E004"",""line_start"":1,""line_end"":172}]","Full score.py implementations provided for multiple tasks, showing concrete evaluator code.",high
B018,RE-Bench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":38,""line_end"":134},{""source_id"":""E003"",""line_start"":52,""line_end"":122},{""source_id"":""E004"",""line_start"":36,""line_end"":147}]","Complete evaluation code is provided for fix_embedding, restricted_mlm, and triton_cumsum tasks, executing the solutions on hardware and producing scores.",high
B018,RE-Bench,Grading rules & tie-breaking,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":93,""line_end"":104},{""source_id"":""E002"",""line_start"":124,""line_end"":133},{""source_id"":""E002"",""line_start"":150,""line_end"":162},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E003"",""line_start"":88,""line_end"":103},{""source_id"":""E003"",""line_start"":112,""line_end"":120},{""source_id"":""E004"",""line_start"":59,""line_end"":82},{""source_id"":""E004"",""line_start"":92,""line_end"":95},{""source_id"":""E004"",""line_start"":127,""line_end"":145}]","Scripts define how individual runs are graded, including NaN scores on errors/timeouts and correctness checks. They do not specify any policy for aggregating multiple submissions, handling retries, or breaking ties across agents or runs.",high
B018,RE-Bench,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":126,""line_end"":134},{""source_id"":""E004"",""line_start"":92,""line_end"":95}]","Scoring formulas shown (e.g., NaN on failure, log-based scores) but no explicit tie-breaking or aggregation-across-tasks rules documented.",medium
B018,RE-Bench,Grading rules & tie-breaking,gemini,partially-documented,"[{""source_id"":""E001"",""line_start"":61,""line_end"":161}]","Individual metrics for different tasks are defined, but overall benchmark-level rules, normalization across heterogeneous tasks, and tie-breaking procedures are not detailed in the files.",medium
B018,RE-Bench,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":108,""line_end"":120},{""source_id"":""E002"",""line_start"":124,""line_end"":133},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E003"",""line_start"":104,""line_end"":111},{""source_id"":""E004"",""line_start"":36,""line_end"":58},{""source_id"":""E004"",""line_start"":92,""line_end"":95}]","Each evaluator maps model outputs to a single scalar score: averaged validation loss then log(loss-1.5) for language tasks, and execution time (if correct) then log(time_ms) for Triton. The mapping from outputs to per-run aggregate score is explicit in code.",high
B018,RE-Bench,Predictions->aggregate-score mapping,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":60,""line_end"":163}]",README lists per-task starting/official scores but does not document how individual task scores combine into an overall benchmark aggregate score.,medium
B018,RE-Bench,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":60}]",The README and source code do not explain how individual task scores (such as log loss or execution times) are aggregated into a single benchmark-level agent score.,high
B018,RE-Bench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":60,""line_end"":63},{""source_id"":""E002"",""line_start"":81,""line_end"":91},{""source_id"":""E003"",""line_start"":52,""line_end"":72},{""source_id"":""E004"",""line_start"":36,""line_end"":58}]","The materials describe tasks and scoring but do not provide any concrete example submissions, model outputs, or trajectories for these benchmarks.",high
B018,RE-Bench,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":165}]","No sample agent predictions, transcripts, or trajectories are shown in the packet; only task descriptions and scoring code.",medium
B018,RE-Bench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":60}]",No sample agent predictions or execution trajectories are provided in the current packet.,high
